amount,entity_id,growth,name,row_num,sheet,type
3500,162,1.1,钠红石,835,建筑,资源
1,162,,炼金联合体,836,建筑,研究
25000,163,1.3,石头,837,建筑,资源
15000,163,1.2,铜,838,建筑,资源
10000,163,1.2,原料,839,建筑,资源
10000,163,1.2,水晶,840,建筑,资源
1,163,,辉烬,841,建筑,研究
40000,164,1.2,黄金,842,建筑,资源
36000,164,1.2,木材,843,建筑,资源
5000,164,1.1,钠红石,844,建筑,资源
1,164,,耕作场,845,建筑,研究
50000,165,1.2,黄金,847,建筑,资源
40000,165,1.2,石头,848,建筑,资源
15000,165,1.2,钢,849,建筑,资源
7500,165,1.2,钠红石,850,建筑,资源
1,165,,钢厂,851,建筑,研究
40000,166,1.2,黄金,852,建筑,资源
16000,166,1.2,法力,853,建筑,资源
7500,166,1.2,钠红石,854,建筑,资源
1,166,,水晶培育场,855,建筑,研究
80000,167,1.1,木材,857,建筑,资源
10000,167,1.1,水晶,858,建筑,资源
10000,167,1.1,原料,859,建筑,资源
1,167,,精灵仅剩的村庄,860,建筑,研究
75000,168,1.2,木材,863,建筑,资源
45000,168,1.2,铜,864,建筑,资源
11000,168,1.2,水晶,865,建筑,资源
11000,168,1.2,原料,866,建筑,资源
1,168,,精灵繁荣昌盛,867,建筑,研究
50000,169,1.2,木材,870,建筑,资源
7000,169,1.2,水晶,871,建筑,资源
1,169,,精灵幸存者,872,建筑,研究
8,170,,治疗室,875,建筑,建筑
8,170,,再生花园,876,建筑,建筑
200000,171,,研究点,882,建筑,资源
38000,171,,水晶,883,建筑,资源
1,171,,精灵衰变,884,建筑,研究
40000,172,,食物,885,建筑,资源
20000,172,,信念,886,建筑,资源
1,172,,精灵衰变,887,建筑,研究
15000,173,1.2,黄金,888,建筑,资源
12000,173,1.2,木材,889,建筑,资源
7000,173,1.2,原料,890,建筑,资源
1200,173,1.2,钠红石,891,建筑,资源
1,173,,生产中心,892,建筑,研究
1,173,,定居点码头,893,建筑,研究
25000,174,1.1,黄金,894,建筑,资源
15000,174,1.1,石头,895,建筑,资源
7500,174,1.1,工具,896,建筑,资源
4500,174,1.1,钢,897,建筑,资源
1400,174,1.1,钠红石,898,建筑,资源
1,174,,生产中心,899,建筑,研究
1,174,,海外精炼厂,900,建筑,研究
30000,175,1.1,黄金,901,建筑,资源
25000,175,1.1,石头,902,建筑,资源
10000,175,1.1,钢,903,建筑,资源
1500,175,1.1,钠红石,904,建筑,资源
1,175,,生产中心,905,建筑,研究
1,175,,定居点交易,906,建筑,研究
50000,176,1.1,黄金,907,建筑,资源
25000,176,1.1,石头,908,建筑,资源
10000,176,1.1,钢,909,建筑,资源
5000,176,1.1,钠红石,910,建筑,资源
1,176,,市场规律,911,建筑,研究
8000,177,1.2,食物,912,建筑,资源
6000,177,1.2,补给,913,建筑,资源
1500,177,1.2,钠红石,914,建筑,资源
1000,177,1.2,奶牛,915,建筑,资源
500,177,1.2,马,916,建筑,资源
1,177,,生产中心,917,建筑,研究
1,177,,大片庄园,918,建筑,研究
30000,178,1.2,木材,923,建筑,资源
10000,178,1.2,原料,924,建筑,资源
8000,178,1.2,硝石,925,建筑,资源
1,178,,战壕,926,建筑,研究
20000,179,1.1,木材,927,建筑,资源
16000,179,1.1,石头,928,建筑,资源
9000,179,1.1,工具,929,建筑,资源
2500,179,1.1,钠红石,930,建筑,资源
1,179,,踏上旅途,931,建筑,研究
32000,180,1.1,木材,932,建筑,资源
22000,180,1.1,石头,933,建筑,资源
14000,180,1.1,工具,934,建筑,资源
3000,180,1.1,钠红石,935,建筑,资源
1,180,,大型棚屋,936,建筑,研究
20,181,,美德雕像组件,937,建筑,建筑
55000,182,,硝石,948,建筑,资源
55000,182,,钢,949,建筑,资源
40000,182,,法力,950,建筑,资源
1,182,,古物洞穴,951,建筑,研究
140000,183,,研究点,952,建筑,资源
200000,183,,黄金,953,建筑,资源
100000,183,,石头,954,建筑,资源
50000,183,,铁,955,建筑,资源
25000,183,,钢,956,建筑,资源
15000,183,,钠红石,957,建筑,资源
1,183,,港口雕像,958,建筑,研究
30000,184,1.1,黄金,959,建筑,资源
15000,184,1.1,木材,960,建筑,资源
5000,184,1.1,原料,961,建筑,资源
1200,184,1.1,钠红石,962,建筑,资源
1,184,,定居点营地,963,建筑,研究
30000,185,1.1,石头,964,建筑,资源
10000,185,1.1,钢,965,建筑,资源
8000,185,1.1,硝石,966,建筑,资源
2500,185,1.1,钠红石,967,建筑,资源
1,185,,定居点据点,968,建筑,研究
35000,186,1.1,黄金,969,建筑,资源
18000,186,1.1,木材,970,建筑,资源
5000,186,1.1,补给,971,建筑,资源
2000,186,1.1,钠红石,972,建筑,资源
1,186,,定居点新兵,973,建筑,研究
20,187,,磐石堡垒组件,974,建筑,建筑
200000,188,,黄金,981,建筑,资源
100000,188,,石头,982,建筑,资源
50000,188,,铁,983,建筑,资源
25000,188,,钢,984,建筑,资源
25000,188,,硝石,985,建筑,资源
15000,188,,钠红石,986,建筑,资源
1,188,,加固定居点,987,建筑,研究
12000,189,1.1,木材,988,建筑,资源
5000,189,1.1,信念,989,建筑,资源
1500,189,1.1,水晶,990,建筑,资源
1500,189,1.1,钠红石,991,建筑,资源
1,189,,新世界的信仰,992,建筑,研究
15000,190,1.1,石头,996,建筑,资源
8000,190,1.1,工具,997,建筑,资源
6000,190,1.1,信念,998,建筑,资源
2500,190,1.1,水晶,999,建筑,资源
2500,190,1.1,钠红石,1000,建筑,资源
1,190,,新世界的远古神明,1001,建筑,研究
12000,191,1.1,钢,1003,建筑,资源
12000,191,1.1,工具,1004,建筑,资源
2500,191,1.1,钠红石,1005,建筑,资源
1,191,,法力调查,1006,建筑,研究
16000,192,1.2,法力,1007,建筑,资源
14000,192,1.2,水晶,1008,建筑,资源
7500,192,1.2,钠红石,1009,建筑,资源
1,192,,法力制造器,1010,建筑,研究
20,193,,应许之地组件,1011,建筑,建筑
200000,194,,黄金,1019,建筑,资源
25000,194,,信念,1020,建筑,资源
20000,194,,原料,1021,建筑,资源
17500,194,,法力,1022,建筑,资源
15000,194,,钠红石,1023,建筑,资源
1,194,,定居点祝圣,1024,建筑,研究
30000,195,1.2,石头,1025,建筑,资源
8000,195,1.2,法力,1026,建筑,资源
6000,195,1.2,水晶,1027,建筑,资源
4000,195,1.1,钠红石,1028,建筑,资源
1,195,,传送门,1029,建筑,研究
50000,196,1.2,石头,1030,建筑,资源
15000,196,1.2,钢,1031,建筑,资源
10000,196,1.2,硝石,1032,建筑,资源
5000,196,1.2,钠红石,1033,建筑,资源
275,196,1.2,辉烬,1034,建筑,资源
1,196,,光明,1035,建筑,资源
1,196,,调查深渊,1036,建筑,研究
75000,197,1.2,木材,1037,建筑,资源
15000,197,1.2,原料,1038,建筑,资源
375,197,1.2,辉烬,1039,建筑,资源
1,197,,光明,1040,建筑,资源
1,197,,俯瞰黑暗,1041,建筑,研究
30000,198,1.2,木材,1042,建筑,资源
2500,198,1.2,水晶,1043,建筑,资源
2500,198,1.1,钠红石,1044,建筑,资源
1,198,,划定疆界,1045,建筑,研究
30000,199,1.2,钢,1047,建筑,资源
15000,199,1.2,水晶,1048,建筑,资源
5000,199,1.2,钠红石,1049,建筑,资源
1000,199,1.2,辉烬,1050,建筑,资源
1,199,,无人机,1051,建筑,研究
15000,200,1.5,黄金,1052,建筑,资源
8000,200,1.5,石头,1053,建筑,资源
1,200,,幸运石,1054,建筑,资源
1,200,,深渊佣兵,1055,建筑,研究
60000,201,1.2,石头,1060,建筑,资源
15000,201,1.2,钢,1061,建筑,资源
10000,201,1.2,水晶,1062,建筑,资源
400,201,1.2,辉烬,1063,建筑,资源
1,201,,光明,1064,建筑,资源
1,201,,奥术研究,1065,建筑,研究
75000,202,,石头,1066,建筑,资源
500,202,,辉烬,1067,建筑,资源
1,202,,深渊神殿,1068,建筑,研究
75000,203,,石头,1069,建筑,资源
250,203,,辉烬,1070,建筑,资源
1,203,,深渊神殿,1071,建筑,研究
75000,204,,石头,1074,建筑,资源
750,204,,辉烬,1075,建筑,资源
3,204,,光明,1076,建筑,资源
1,204,,深渊神殿,1077,建筑,研究
25000,205,1.2,石头,1082,建筑,资源
10000,205,1.2,原料,1083,建筑,资源
1,205,,地下房间,1084,建筑,研究
35000,206,1.2,石头,1087,建筑,资源
12000,206,1.2,原料,1088,建筑,资源
8000,206,1.2,水晶,1089,建筑,资源
500,206,1.2,辉烬,1090,建筑,资源
1,206,,光明,1091,建筑,资源
1,206,,光耀广场,1092,建筑,研究
30000,207,1.2,石头,1095,建筑,资源
15000,207,1.2,工具,1096,建筑,资源
1,207,,地下房间,1097,建筑,研究
45000,208,1.2,石头,1100,建筑,资源
25000,208,1.2,钢,1101,建筑,资源
120,208,1.2,辉烬,1102,建筑,资源
1,208,,火箭技术,1103,建筑,研究
11,209,,信号机器组件,1104,建筑,建筑
500000,210,,研究点,1105,建筑,资源
400000,210,,黄金,1106,建筑,资源
100000,210,,法力,1107,建筑,资源
1,210,,信号机器,1108,建筑,研究
10,211,,人类导引组件,1109,建筑,建筑
750000,212,,研究点,1113,建筑,资源
600000,212,,黄金,1114,建筑,资源
200000,212,,法力,1115,建筑,资源
100000,212,,钠红石,1116,建筑,资源
15000,212,,辉烬,1117,建筑,资源
2,212,,光明,1118,建筑,资源
1,212,,人类导引,1119,建筑,研究
16000,213,1.4,黄金,1120,建筑,资源
14000,213,1.4,木材,1121,建筑,资源
8000,213,1.4,石头,1122,建筑,资源
1,213,,地下房间,1123,建筑,研究
50000,214,1.2,石头,1124,建筑,资源
25000,214,1.2,原料,1125,建筑,资源
15000,214,1.2,钠红石,1126,建筑,资源
1,214,,光明,1127,建筑,资源
1,214,,辉烬精炼厂,1128,建筑,祈祷
100000,215,1.1,黄金,1129,建筑,资源
80000,215,1.1,木材,1130,建筑,资源
80000,215,1.1,石头,1131,建筑,资源
50000,215,1.1,铁,1132,建筑,资源
25000,215,1.1,工具,1133,建筑,资源
150,215,1.1,辉烬,1134,建筑,资源
1,215,,光明,1135,建筑,资源
1,215,,强化兵营,1136,建筑,祈祷
100000,216,1.2,黄金,1137,建筑,资源
7000,216,1.2,钠红石,1138,建筑,资源
1500,216,1.2,辉烬,1139,建筑,资源
1,216,,幸运石,1140,建筑,资源
1,216,,炮兵军官营房,1141,建筑,研究
50000,217,1.2,铜,1144,建筑,资源
15000,217,1.2,硝石,1145,建筑,资源
12500,217,1.2,钠红石,1146,建筑,资源
575,217,1.2,辉烬,1147,建筑,资源
1,217,,光明,1148,建筑,资源
1,217,,汲取法力,1149,建筑,研究
30000,218,1.2,石头,1150,建筑,资源
25000,218,1.2,信念,1151,建筑,资源
20000,218,1.2,法力,1152,建筑,资源
1,218,,光明,1153,建筑,资源
1,218,,天使宫殿,1154,建筑,研究
1,222,,勘测周围区域,9,敌人,研究
1,223,,勘测周围区域,11,敌人,研究
1,224,,黑暗之地,13,敌人,研究
1,225,,勘测周围区域,15,敌人,研究
1,226,,探索新世界,17,敌人,研究
1,229,,驯服野蛮人,24,敌人,研究
1,235,,长途探险,41,敌人,研究
1,236,,勘测周围区域,43,敌人,研究
1,237,,长途探险,45,敌人,研究
1,238,,勘测周围区域,48,敌人,研究
1,240,,黑色古物,55,敌人,研究
1,241,,勘测周围区域,58,敌人,研究
1,242,,月神的神庙,60,敌人,研究
1,244,,恶魔卷轴,64,敌人,祈祷
1,247,,烬火灾主,75,敌人,研究
1,248,,勘测周围区域,82,敌人,研究
1,249,,荒漠的精灵神话,84,敌人,研究
1,250,,恶魔学,88,敌人,祈祷
1,251,,长途探险,92,敌人,研究
1,252,,探索新世界,94,敌人,研究
1,253,,火焰之迹,97,敌人,研究
1,254,,精灵古物,101,敌人,研究
1,255,,圣地,103,敌人,祈祷
1,256,,赢得民心,105,敌人,研究
1,257,,请求帮助,107,敌人,研究
1,258,,探索新世界,109,敌人,研究
1,259,,探索新世界,111,敌人,研究
1,260,,探索新世界,113,敌人,研究
1,261,,探索新世界,115,敌人,研究
1,262,,探索新世界,117,敌人,研究
1,263,,探索新世界,119,敌人,研究
1,264,,佣兵团,121,敌人,研究
1,265,,探索新世界,123,敌人,研究
1,266,,猎杀怪物,125,敌人,研究
1,268,,猎杀怪物,130,敌人,研究
1,270,,长途探险,136,敌人,研究
1,272,,孩子们的轨迹,141,敌人,研究
1,276,,公会,151,敌人,研究
1,277,,猎杀怪物,154,敌人,研究
1,278,,科布统治领,158,敌人,研究
1,279,,探索新世界,159,敌人,研究
1,281,,死灵术,163,敌人,研究
1,282,,地下任务,167,敌人,研究
1,286,,长途探险,176,敌人,研究
1,287,,猎杀怪物,178,敌人,研究
1,289,,长途探险,185,敌人,研究
1,291,,奇怪的灯,191,敌人,祈祷
1,293,,圣地,196,敌人,祈祷
1,298,,兽人堡垒,206,敌人,研究
1,299,,人类的至暗时刻,209,敌人,研究
1,300,,人类的至暗时刻,212,敌人,研究
1,301,,人类的至暗时刻,215,敌人,研究
1,302,,兽人的威胁,218,敌人,研究
1,303,,被烧毁的农场,220,敌人,研究
1,306,,勘测周围区域,230,敌人,研究
1,307,,泰坦的镶嵌画,233,敌人,研究
1,308,,强盗首领,235,敌人,研究
1,312,,逃兵的起源,245,敌人,研究
1,314,,圣地,249,敌人,祈祷
1,315,,探索新世界,251,敌人,研究
1,316,,探索新世界,253,敌人,研究
1,319,,圣地,258,敌人,祈祷
1,321,,公会,261,敌人,研究
1,322,,图书馆之谜,262,敌人,研究
1,329,,勘测周围区域,272,敌人,研究
1,330,,长途探险,275,敌人,研究
1,331,,血迹,277,敌人,研究
1,332,,航海,280,敌人,研究
1,333,,肃清旧前哨,281,敌人,研究
1,334,,加里亚德的秘密,284,敌人,研究
1,335,,自由之翼,286,敌人,研究
1,336,,勘测周围区域,288,敌人,研究
1,337,,勘测周围区域,289,敌人,研究
1,338,,勘测周围区域,291,敌人,研究
1,340,,箭术,5,军队,研究
400,340,,黄金,6,军队,资源
200,340,,食物,7,军队,资源
1,341,,公会,8,军队,研究
1000,341,,黄金,9,军队,资源
100,341,,补给,10,军队,资源
1,342,,无人机,11,军队,研究
100,342,,钠红石,12,军队,资源
1,343,,泽尼克斯的使魔,13,军队,研究
100,343,,食物,14,军队,资源
100,343,,法力,15,军队,资源
1,344,,间谍行动,16,军队,研究
1000,344,,黄金,17,军队,资源
1,345,,箭术,18,军队,研究
200,345,,黄金,19,军队,资源
100,345,,木材,20,军队,资源
1,346,,战争,21,军队,研究
800,346,,黄金,22,军队,资源
1000,346,,木材,23,军队,资源
1,347,,弩,24,军队,研究
1000,347,,黄金,25,军队,资源
400,347,,木材,26,军队,资源
50,347,,补给,27,军队,资源
1,348,,攻城技术,28,军队,研究
1200,348,,黄金,29,军队,资源
2000,348,,木材,30,军队,资源
1,349,,白色连队,31,军队,研究
2500,349,,黄金,32,军队,资源
1,350,,境域行者泽尼克斯,33,军队,祈祷
7500,350,,黄金,34,军队,资源
400,350,,水晶,35,军队,资源
1,351,,法师,36,军队,祈祷
1250,351,,信念,37,军队,资源
1000,351,,法力,38,军队,资源
1,352,,火药,39,军队,研究
1500,352,,黄金,40,军队,资源
100,352,,硝石,41,军队,资源
1,353,,军事科学,42,军队,研究
2000,353,,黄金,43,军队,资源
200,353,,钢,44,军队,资源
200,353,,硝石,45,军队,资源
1,354,,野战炮,46,军队,研究
5000,354,,黄金,47,军队,资源
1000,354,,硝石,48,军队,资源
500,354,,钢,49,军队,资源
1,355,,金属合金,50,军队,研究
15000,355,,黄金,51,军队,资源
5000,355,,硝石,52,军队,资源
5000,355,,钢,53,军队,资源
2500,355,,钠红石,54,军队,资源
1,356,,大法师,55,军队,祈祷
7000,356,,信念,56,军队,资源
7000,356,,法力,57,军队,资源
1,357,,游击战,59,军队,研究
1500,357,,食物,60,军队,资源
750,357,,补给,61,军队,资源
1,358,,精灵战士,62,军队,研究
2000,358,,补给,63,军队,资源
2000,358,,水晶,64,军队,资源
1,359,,战壕,65,军队,研究
3500,359,,黄金,66,军队,资源
500,359,,硝石,67,军队,资源
500,359,,补给,68,军队,资源
1,360,,长弓手,69,军队,研究
8000,360,,黄金,70,军队,资源
8000,360,,木材,71,军队,资源
1,361,,机枪,72,军队,研究
7000,361,,黄金,73,军队,资源
750,361,,钠红石,74,军队,资源
200,361,,辉烬,75,军队,资源
1,362,,青铜加工,76,军队,研究
200,362,,黄金,77,军队,资源
150,362,,木材,78,军队,资源
50,362,,铜,79,军队,资源
1,363,,方阵步兵,80,军队,研究
200,363,,黄金,81,军队,资源
150,363,,木材,82,军队,资源
150,363,,铁,83,军队,资源
1,364,,远古之僧,84,军队,祈祷
800,364,,信念,85,军队,资源
400,364,,法力,86,军队,资源
1,365,,青铜加工,87,军队,研究
1,365,,持盾卫士,88,军队,传承
350,365,,黄金,89,军队,资源
350,365,,木材,90,军队,资源
1,366,,宗教,91,军队,研究
1,366,,牧师,92,军队,传承
800,366,,食物,93,军队,资源
800,366,,信念,94,军队,资源
1,367,,制造神圣魔像,95,军队,祈祷
2000,367,,石头,96,军队,资源
1000,367,,信念,97,军队,资源
800,367,,法力,98,军队,资源
1,368,,武装商队,99,军队,祈祷
10000,368,,木材,100,军队,资源
2000,368,,钢,101,军队,资源
1,369,,圣职者军团,102,军队,研究
1800,369,,信念,103,军队,资源
200,369,,水晶,104,军队,资源
1,370,,青铜加工,105,军队,研究
1,370,,主宰,106,军队,传承
600,370,,食物,107,军队,资源
600,370,,奶牛,108,军队,资源
400,370,,法力,109,军队,资源
1,371,,圣斗士,110,军队,祈祷
2500,371,,信念,111,军队,资源
500,371,,钢,112,军队,资源
1,372,,钢铁之躯,113,军队,研究
3000,372,,钢,114,军队,资源
1500,372,,硝石,115,军队,资源
1000,372,,钠红石,116,军队,资源
1,373,,远古炎魔,117,军队,研究
10000,373,,食物,118,军队,资源
10000,373,,法力,119,军队,资源
1,374,,不义之财,121,军队,研究
250,374,,黄金,122,军队,资源
250,374,,工具,123,军队,资源
1,375,,法力堡垒,124,军队,祈祷
25000,375,,石头,125,军队,资源
20000,375,,法力,126,军队,资源
1,376,,象牙塔,127,军队,建筑
25000,376,,信念,128,军队,资源
25000,376,,法力,129,军队,资源
1,377,,青铜加工,131,军队,研究
400,377,,黄金,132,军队,资源
200,377,,铜,133,军队,资源
1,378,,佣兵团,134,军队,研究
2500,378,,黄金,135,军队,资源
1,379,,铁加工,136,军队,研究
800,379,,黄金,137,军队,资源
300,379,,铁,138,军队,资源
1,380,,卡纳瓦护卫,139,军队,研究
2000,380,,黄金,140,军队,资源
1,381,,板甲,141,军队,研究
1500,381,,黄金,142,军队,资源
250,381,,钢,143,军队,资源
1,382,,燧发枪,144,军队,研究
2500,382,,黄金,145,军队,资源
500,382,,硝石,146,军队,资源
250,382,,补给,147,军队,资源
1,383,,维度装置,148,军队,研究
2000,383,,黄金,149,军队,资源
1000,383,,硝石,150,军队,资源
500,383,,钠红石,151,军队,资源
1,384,,新世界民兵,152,军队,研究
100,384,,黄金,153,军队,资源
10,384,,硝石,154,军队,资源
1,385,,步枪手,155,军队,研究
5000,385,,黄金,156,军队,资源
750,385,,钠红石,157,军队,资源
100,385,,辉烬,158,军队,资源
1,386,,神圣之怒,159,军队,研究
2000,386,,信念,160,军队,资源
600,386,,法力,161,军队,资源
1,387,,战争,162,军队,研究
2500,387,,黄金,163,军队,资源
1,388,,渴望战斗,164,军队,祈祷
1000,388,,法力,165,军队,资源
1,389,,军官训练场,166,军队,建筑
15000,389,,黄金,167,军队,资源
1,390,,炽天使,168,军队,研究
10000,390,,信念,169,军队,资源
5000,390,,法力,170,军队,资源
2000,390,,水晶,171,军队,资源
1,391,,召唤尼哈鲁尔,172,军队,祈祷
12500,391,,法力,173,军队,资源
1,392,,饲育,174,军队,研究
400,392,,黄金,175,军队,资源
300,392,,食物,176,军队,资源
25,392,,马,177,军队,资源
1,393,,骑士精神,178,军队,研究
3000,393,,黄金,179,军队,资源
250,393,,钢,180,军队,资源
50,393,,马,181,军队,资源
1,394,,说服贵族,182,军队,研究
2000,394,,黄金,183,军队,资源
500,394,,钢,184,军队,资源
75,394,,马,185,军队,资源
1,395,,重骑兵,186,军队,研究
5000,395,,黄金,187,军队,资源
500,395,,钢,188,军队,资源
200,395,,马,189,军队,资源
200,395,,硝石,190,军队,资源
1,396,,人类DNA,191,军队,研究
10000,396,,黄金,192,军队,资源
5000,396,,钢,193,军队,资源
500,396,,马,194,军队,资源
500,396,,水晶,195,军队,资源
1,397,,加里亚德团长,196,军队,研究
10000,397,,黄金,197,军队,资源
3000,397,,马,198,军队,资源
1,398,,命运之化身,199,军队,研究
90000,398,,信念,200,军队,资源
90000,398,,法力,201,军队,资源
1,399,,“猩红灾厄”维戈洛斯,202,军队,研究
100000,399,,法力,203,军队,资源
,548,,,2,成就,达成条件
1,549,,转生,4,成就,统计
5,550,,转生,5,成就,统计
15,551,,转生,6,成就,统计
30,552,,转生,7,成就,统计
60,553,,转生,8,成就,统计
120,554,,转生,9,成就,统计
1,555,,超转生,10,成就,统计
5,556,,超转生,13,成就,统计
10,557,,超转生,16,成就,统计
20,558,,超转生,19,成就,统计
40,559,,超转生,24,成就,统计
80,560,,超转生,27,成就,统计
1,561,,灭世终焉发射数,28,成就,统计
5,562,,灭世终焉发射数,29,成就,统计
15,563,,灭世终焉发射数,30,成就,统计
30,564,,灭世终焉发射数,31,成就,统计
1,565,,说服贵族,32,成就,研究
1,566,,地狱之洞,34,成就,击杀敌人
1,567,,地狱之洞,36,成就,击杀敌人
1,568,,地狱之洞,38,成就,击杀敌人
1,569,,熊地精作战队,43,成就,击杀敌人
1,570,,熊地精作战队,45,成就,击杀敌人
1,571,,熊地精作战队,47,成就,击杀敌人
1,572,,亡者要塞,52,成就,击杀敌人
1,573,,亡者要塞,54,成就,击杀敌人
1,574,,亡者要塞,56,成就,击杀敌人
1,575,,女恶魔城堡,61,成就,击杀敌人
1,576,,女恶魔城堡,63,成就,击杀敌人
1,577,,女恶魔城堡,65,成就,击杀敌人
1,578,,烬火灾主,69,成就,击杀敌人
1,579,,烬火灾主,70,成就,击杀敌人
1,580,,烬火灾主,71,成就,击杀敌人
1,581,,阴暗狼人之森,72,成就,击杀敌人
1,582,,阴暗狼人之森,74,成就,击杀敌人
1,583,,阴暗狼人之森,76,成就,击杀敌人
1,584,,金矿,81,成就,击杀敌人
1,585,,金矿,83,成就,击杀敌人
1,586,,金矿,85,成就,击杀敌人
1,587,,豺狼人营地,90,成就,击杀敌人
1,588,,豺狼人营地,92,成就,击杀敌人
1,589,,豺狼人营地,94,成就,击杀敌人
1,590,,古鲁德·乌格顿城堡,99,成就,击杀敌人
1,591,,古鲁德·乌格顿城堡,101,成就,击杀敌人
1,592,,古鲁德·乌格顿城堡,103,成就,击杀敌人
1,593,,山中之谷,108,成就,击杀敌人
1,594,,山中之谷,110,成就,击杀敌人
1,595,,山中之谷,112,成就,击杀敌人
1,596,,沉眠的泰坦,117,成就,击杀敌人
1,597,,沉眠的泰坦,118,成就,击杀敌人
1,598,,沉眠的泰坦,119,成就,击杀敌人
1,599,,阿塔玛之子,121,成就,击杀敌人
1,600,,阿塔玛之子,123,成就,击杀敌人
1,601,,阿塔玛之子,125,成就,击杀敌人
1,602,,魅魔黑暗图书馆,130,成就,击杀敌人
1,603,,魅魔黑暗图书馆,132,成就,击杀敌人
1,604,,魅魔黑暗图书馆,134,成就,击杀敌人
1,605,,巨黄蜂群落,139,成就,击杀敌人
1,606,,巨黄蜂群落,141,成就,击杀敌人
1,607,,巨黄蜂群落,143,成就,击杀敌人
1,608,,巨大洞穴,148,成就,击杀敌人
1,609,,巨大洞穴,150,成就,击杀敌人
1,610,,巨大洞穴,152,成就,击杀敌人
1,611,,吸血鬼老巢,157,成就,击杀敌人
1,612,,吸血鬼老巢,159,成就,击杀敌人
1,613,,吸血鬼老巢,161,成就,击杀敌人
1,614,,加里亚德的遗忘避难所,166,成就,击杀敌人
1,615,,加里亚德的遗忘避难所,168,成就,击杀敌人
1,616,,加里亚德的遗忘避难所,170,成就,击杀敌人
1,617,,远古巨人,175,成就,击杀敌人
1,618,,远古巨人,177,成就,击杀敌人
1,619,,远古巨人,179,成就,击杀敌人
1,620,,骷髅脸营地,182,成就,击杀敌人
1,621,,骷髅脸营地,184,成就,击杀敌人
1,622,,骷髅脸营地,186,成就,击杀敌人
1,623,,牛头怪迷宫,190,成就,击杀敌人
1,624,,牛头怪迷宫,192,成就,击杀敌人
1,625,,牛头怪迷宫,194,成就,击杀敌人
1,626,,玛卡纳特森林,198,成就,击杀敌人
1,627,,玛卡纳特森林,200,成就,击杀敌人
1,628,,玛卡纳特森林,202,成就,击杀敌人
1,629,,多头蛇之坑,206,成就,击杀敌人
1,630,,多头蛇之坑,208,成就,击杀敌人
1,631,,多头蛇之坑,210,成就,击杀敌人
1,632,,淘气鬼酋长,215,成就,击杀敌人
1,633,,淘气鬼酋长,217,成就,击杀敌人
1,634,,淘气鬼酋长,219,成就,击杀敌人
1,635,,蛇发女妖巢穴,224,成就,击杀敌人
1,636,,蛇发女妖巢穴,226,成就,击杀敌人
1,637,,蛇发女妖巢穴,228,成就,击杀敌人
1,638,,人民的拥戴,233,成就,研究
1,639,,月明之夜,236,成就,研究
1,640,,月明之夜,238,成就,研究
1,641,,月明之夜,239,成就,研究
1,642,,月明之夜,242,成就,研究
1,643,,月明之夜,246,成就,研究
1,644,,巨龙来袭,252,成就,研究
1,645,,巨龙来袭,254,成就,研究
1,646,,巨龙来袭,255,成就,研究
1,647,,巨龙来袭,258,成就,研究
1,648,,巨龙来袭,263,成就,研究
1,649,,神秘劫案,268,成就,研究
1,650,,神秘劫案,270,成就,研究
1,651,,神秘劫案,271,成就,研究
1,652,,神秘劫案,274,成就,研究
1,653,,神秘劫案,278,成就,研究
1,654,,堕天使出现,283,成就,研究
1,655,,堕天使出现,285,成就,研究
1,656,,堕天使出现,286,成就,研究
1,657,,堕天使出现,289,成就,研究
1,658,,堕天使出现,293,成就,研究
1,659,,兽人部落,298,成就,研究
1,660,,兽人部落,300,成就,研究
1,661,,兽人部落,301,成就,研究
1,662,,兽人部落,303,成就,研究
1,663,,兽人部落,307,成就,研究
1,664,,无智之恶,313,成就,研究
1,665,,无智之恶,315,成就,研究
1,666,,无智之恶,316,成就,研究
1,667,,无智之恶,318,成就,研究
1,668,,无智之恶,322,成就,研究
1,669,,凯旋门,328,成就,建筑
1,670,,市中心,329,成就,建筑
1,671,,大教堂,332,成就,建筑
1,672,,超大集市,335,成就,建筑
1,673,,自由思想家学院,338,成就,建筑
1,674,,自动化联合体,340,成就,建筑
1,675,,光之城,344,成就,建筑
1,676,,磐石堡垒,347,成就,建筑
1,677,,海湾区,349,成就,建筑
1,678,,应许之地,352,成就,建筑
1,679,,灵魂图书馆,355,成就,建筑
1,680,,法力深井,357,成就,建筑
1,681,,难民区,360,成就,建筑
1,682,,美德雕像,364,成就,建筑
1,683,,证券交易所,369,成就,建筑
1,684,,法力之塔,371,成就,建筑
1,685,,超级大炮,373,成就,建筑
1,686,,栅栏,376,成就,建筑
1,687,,城墙,378,成就,建筑
4,688,,弩炮,380,成就,建筑
8,689,,雷区,382,成就,建筑
4,690,,钠红石气球,383,成就,建筑
8,691,,魔法塔,385,成就,建筑
8,692,,守望者前哨,387,成就,建筑
5,693,,普通房屋,389,成就,建筑
15,694,,普通房屋,390,成就,建筑
30,695,,普通房屋,391,成就,建筑
5,696,,炼金联合体,392,成就,建筑
15,697,,炼金联合体,393,成就,建筑
25,698,,炼金联合体,394,成就,建筑
5,699,,工匠联合体,395,成就,建筑
15,700,,工匠联合体,398,成就,建筑
25,701,,工匠联合体,401,成就,建筑
5,702,,建筑工联合体,404,成就,建筑
15,703,,建筑工联合体,406,成就,建筑
25,704,,建筑工联合体,408,成就,建筑
