attribute,entity_id,name,row_num,sheet,value
,235,黄金,41,敌人,2
,235,木材,42,敌人,2
,236,法力,43,敌人,2
,236,光明,44,敌人,1
,237,声誉,45,敌人,70
,237,钠红石,46,敌人,0.5
,237,硝石,47,敌人,0.2
,238,光明,48,敌人,1
上限,238,信念,49,敌人,5000
上限,238,法力,50,敌人,5000
上限,239,原料,51,敌人,750
上限,239,钢,52,敌人,750
上限,239,水晶,53,敌人,300
上限,239,补给,54,敌人,300
,240,黄金,55,敌人,3
,240,食物,56,敌人,3
,240,人口,57,敌人,3
,241,石头,58,敌人,2
,241,光明,59,敌人,1
,242,法力,60,敌人,2
,242,水晶,61,敌人,0.2
,243,黄金,62,敌人,2
,243,铜,63,敌人,0.5
,244,声誉,64,敌人,50
,244,法力,65,敌人,2
,244,人口,66,敌人,3
,245,声誉,68,敌人,30
,245,信念,69,敌人,1
,245,水晶,70,敌人,0.1
,246,声誉,71,敌人,20
,246,幸运石,72,敌人,2
,246,食物,73,敌人,3
,246,木材,74,敌人,3
,247,声誉,75,敌人,500
,247,光明,76,敌人,4
,247,幸运石,77,敌人,4
,247,智慧卷轴,78,敌人,4
,247,遗物,79,敌人,4
,247,代币,80,敌人,4
,247,宝石,81,敌人,4
,248,信念,82,敌人,2
,248,光明,83,敌人,1
,249,声誉,84,敌人,20
,249,幸运石,85,敌人,1
,249,食物,86,敌人,2
,249,木材,87,敌人,2
,250,声誉,88,敌人,70
,250,信念,89,敌人,2
,250,法力,90,敌人,2
,250,水晶,91,敌人,0.2
,251,声誉,92,敌人,150
,251,黄金,93,敌人,15
,252,食物,94,敌人,2
,252,木材,95,敌人,2
,252,石头,96,敌人,2
,253,声誉,97,敌人,30
,253,幸运石,98,敌人,2
,253,石头,99,敌人,3
,253,法力,100,敌人,3
,254,法力,101,敌人,2
,254,法力,102,敌人,2
,255,信念,103,敌人,1
,255,法力,104,敌人,1
,256,原料,105,敌人,0.8
,256,水晶,106,敌人,0.5
,257,黄金,107,敌人,2
,257,食物,108,敌人,1
,258,木材,109,敌人,2
,258,石头,110,敌人,2
,259,法力,111,敌人,2
,259,水晶,112,敌人,0.5
,260,法力,113,敌人,2
,260,水晶,114,敌人,0.5
,261,法力,115,敌人,2
,261,水晶,116,敌人,0.5
,262,法力,117,敌人,2
,262,水晶,118,敌人,0.5
,263,硝石,119,敌人,0.5
,263,钠红石,120,敌人,0.5
,264,黄金,121,敌人,2
,264,铁,122,敌人,0.6
,265,信念,123,敌人,1
,265,法力,124,敌人,1
,266,声誉,125,敌人,50
,266,木材,126,敌人,1.5
,266,补给,127,敌人,0.3
,267,木材,128,敌人,1
,267,石头,129,敌人,1
,268,声誉,130,敌人,50
,268,铜,131,敌人,2
,268,铁,132,敌人,1
,268,法力,133,敌人,1
,269,黄金,134,敌人,1
,269,工具,135,敌人,0.5
,270,黄金,136,敌人,3
,270,工具,137,敌人,1
,271,黄金,138,敌人,0.7
,271,石头,139,敌人,0.5
,271,原料,140,敌人,0.1
,272,声誉,141,敌人,150
,272,法力,142,敌人,5
,272,水晶,143,敌人,0.5
,273,黄金,144,敌人,1
,273,奶牛,145,敌人,0.3
,273,马,146,敌人,0.1
,274,研究点,147,敌人,0.5
上限,274,研究点,148,敌人,1500
,275,木材,149,敌人,1
,275,工具,150,敌人,0.3
,276,木材,151,敌人,1.5
,276,原料,152,敌人,0.5
,276,钢,153,敌人,0.5
,277,声誉,154,敌人,50
,277,奶牛,155,敌人,0.5
,277,马,156,敌人,0.3
,277,水晶,157,敌人,0.3
,278,声誉,158,敌人,50
,279,铜,159,敌人,1
,279,铁,160,敌人,1
,280,幸运石,161,敌人,1
,280,黄金,162,敌人,0.2
,281,声誉,163,敌人,40
,281,信念,164,敌人,1
,281,法力,165,敌人,1
,282,声誉,167,敌人,40
,282,黄金,168,敌人,2
,282,食物,169,敌人,1
,283,声誉,170,敌人,15
,283,黄金,171,敌人,1
,283,工具,172,敌人,0.3
,284,幸运石,173,敌人,1
,285,木材,174,敌人,0.7
,285,石头,175,敌人,0.5
,286,声誉,176,敌人,50
,286,木材,177,敌人,2
,287,声誉,178,敌人,50
,287,石头,179,敌人,1
,287,原料,180,敌人,0.5
,287,钢,181,敌人,0.5
,288,声誉,182,敌人,40
,288,黄金,183,敌人,2
,288,钢,184,敌人,0.3
,289,声誉,185,敌人,50
,289,食物,186,敌人,2
,289,木材,187,敌人,2
上限,289,食物,188,敌人,1000
,290,奶牛,189,敌人,0.2
,290,马,190,敌人,0.1
,291,信念,191,敌人,1
,291,法力,192,敌人,1
,292,声誉,193,敌人,20
,292,信念,194,敌人,1
,292,法力,195,敌人,1
,293,信念,196,敌人,1
,293,法力,197,敌人,1
,294,黄金,198,敌人,1
,294,铁,199,敌人,0.3
,295,法力,200,敌人,1
,295,水晶,201,敌人,0.1
上限,296,奶牛,202,敌人,200
上限,296,马,203,敌人,100
上限,297,木材,204,敌人,500
上限,297,石头,205,敌人,500
,298,铁,206,敌人,2
,298,钢,207,敌人,1
,298,人口,208,敌人,3
,299,法力,209,敌人,5
,299,水晶,210,敌人,0.5
,299,人口,211,敌人,3
,300,食物,212,敌人,5
,300,补给,213,敌人,1
,300,人口,214,敌人,3
,301,木材,215,敌人,3
,301,石头,216,敌人,3
,301,人口,217,敌人,3
,302,黄金,218,敌人,2
,303,人口,220,敌人,2
,304,幸运石,223,敌人,1
,304,黄金,224,敌人,0.4
上限,305,木材,225,敌人,1000
上限,305,石头,226,敌人,1000
上限,305,铜,227,敌人,500
上限,305,铁,228,敌人,500
上限,305,工具,229,敌人,500
,306,声誉,230,敌人,50
,306,人口,231,敌人,1
,306,光明,232,敌人,1
,307,声誉,233,敌人,150
,308,声誉,235,敌人,15
,308,黄金,236,敌人,2
,308,食物,237,敌人,1
,309,幸运石,238,敌人,1
,309,原料,239,敌人,0.4
,309,钢,240,敌人,0.4
,310,食物,241,敌人,2
,310,奶牛,242,敌人,0.3
,311,木材,243,敌人,1.5
,311,原料,244,敌人,0.1
,312,声誉,245,敌人,30
,312,黄金,246,敌人,2
,312,补给,247,敌人,0.2
,313,人口,248,敌人,1
,314,信念,249,敌人,1
,314,法力,250,敌人,1
上限,315,研究点,251,敌人,5000
上限,315,水晶,252,敌人,1000
,316,补给,253,敌人,0.2
,317,石头,254,敌人,0.6
,317,法力,255,敌人,0.6
,318,铜,256,敌人,0.3
,318,铁,257,敌人,0.2
,319,信念,258,敌人,1
,319,法力,259,敌人,1
,320,食物,260,敌人,1
,321,研究点,261,敌人,1
,322,研究点,262,敌人,1.5
,323,声誉,264,敌人,30
,323,补给,265,敌人,0.3
,324,木材,266,敌人,0.3
,324,石头,267,敌人,0.3
,325,黄金,268,敌人,0.5
,326,铁,269,敌人,0.2
,327,人口,270,敌人,1
,328,食物,271,敌人,0.5
,329,光明,272,敌人,2
上限,329,信念,273,敌人,10000
上限,329,法力,274,敌人,10000
,330,黄金,275,敌人,1
,330,原料,276,敌人,0.2
,331,声誉,277,敌人,50
,331,黄金,278,敌人,2
,331,补给,279,敌人,0.3
,332,声誉,280,敌人,10
,333,声誉,281,敌人,50
,333,黄金,282,敌人,1
,334,声誉,284,敌人,50
,334,研究点,285,敌人,2
,335,声誉,286,敌人,100
,335,硝石,287,敌人,1
,336,光明,288,敌人,1
,337,声誉,289,敌人,50
,337,光明,290,敌人,2
,338,声誉,291,敌人,150
,338,光明,292,敌人,3
,548,提供收益,2,成就,
,549,声誉,4,成就,0.01
,550,声誉,5,成就,0.03
,551,声誉,6,成就,0.05
,552,声誉,7,成就,0.1
,553,声誉,8,成就,0.15
,554,声誉,9,成就,0.2
,555,木材,10,成就,0.03
,555,石头,11,成就,0.03
,555,研究点,12,成就,0.03
,556,黄金,13,成就,0.05
,556,食物,14,成就,0.05
,556,工具,15,成就,0.05
,557,铜,16,成就,0.1
,557,铁,17,成就,0.1
,557,声誉,18,成就,0.1
,558,原料,19,成就,0.1
,558,补给,20,成就,0.1
,558,钢,21,成就,0.1
,558,水晶,22,成就,0.1
,558,硝石,23,成就,0.1
,559,研究点,24,成就,0.15
,559,黄金,25,成就,0.15
,559,钠红石,26,成就,0.15
,560,声誉,27,成就,0.2
,561,声誉,28,成就,0.02
,562,声誉,29,成就,0.04
,563,声誉,30,成就,0.08
,564,声誉,31,成就,0.16
,565,黄金,32,成就,0.02
上限,565,军队,33,成就,2
,566,信念,34,成就,0.01
,566,法力,35,成就,0.01
,567,信念,36,成就,0.02
,567,法力,37,成就,0.02
,568,信念,38,成就,0.02
,568,法力,39,成就,0.02
,568,声誉,40,成就,0.01
防御,568,武僧,41,成就,2
防御,568,圣职者,42,成就,2
,569,黄金,43,成就,0.01
,569,木材,44,成就,0.01
,570,黄金,45,成就,0.02
,570,木材,46,成就,0.02
,571,黄金,47,成就,0.02
,571,木材,48,成就,0.02
,571,声誉,49,成就,0.01
攻击,571,战士,50,成就,2
攻击,571,重装战士,51,成就,2
,572,钠红石,52,成就,0.01
,572,硝石,53,成就,0.01
,573,钠红石,54,成就,0.02
,573,硝石,55,成就,0.02
,574,钠红石,56,成就,0.03
,574,硝石,57,成就,0.03
,574,声誉,58,成就,0.01
上限,574,钠红石,59,成就,1500
上限,574,硝石,60,成就,1500
,575,法力,61,成就,0.01
上限,575,法力,62,成就,500
,576,法力,63,成就,0.02
上限,576,法力,64,成就,1000
,577,法力,65,成就,0.03
,577,声誉,66,成就,0.01
上限,577,法力,67,成就,1500
防御,577,圣职者,68,成就,2
,578,声誉,69,成就,0.1
,579,声誉,70,成就,0.2
,580,声誉,71,成就,0.3
,581,铜,72,成就,0.01
,581,铁,73,成就,0.01
,582,铜,74,成就,0.02
,582,铁,75,成就,0.02
,583,铜,76,成就,0.03
,583,铁,77,成就,0.03
,583,声誉,78,成就,0.01
上限,583,铜,79,成就,2500
上限,583,铁,80,成就,2500
,584,黄金,81,成就,0.01
上限,584,黄金,82,成就,500
,585,黄金,83,成就,0.02
上限,585,黄金,84,成就,1000
,586,黄金,85,成就,0.03
,586,声誉,86,成就,0.01
上限,586,黄金,87,成就,2500
攻击,586,佣兵,88,成就,3
防御,586,佣兵,89,成就,3
,587,黄金,90,成就,0.01
,587,工具,91,成就,0.01
,588,黄金,92,成就,0.02
,588,工具,93,成就,0.02
,589,黄金,94,成就,0.03
,589,工具,95,成就,0.03
,589,声誉,96,成就,0.01
攻击,589,弩手,97,成就,2
攻击,589,投石机,98,成就,2
,590,法力,99,成就,0.01
,590,水晶,100,成就,0.01
,591,法力,101,成就,0.02
,591,水晶,102,成就,0.02
,592,法力,103,成就,0.03
,592,水晶,104,成就,0.03
,592,声誉,105,成就,0.01
上限,592,法力,106,成就,2500
上限,592,水晶,107,成就,1000
,593,食物,108,成就,0.01
,593,木材,109,成就,0.01
,594,食物,110,成就,0.02
,594,木材,111,成就,0.02
,595,食物,112,成就,0.02
,595,木材,113,成就,0.02
,595,声誉,114,成就,0.01
上限,595,食物,115,成就,2000
上限,595,木材,116,成就,2000
,596,声誉,117,成就,15
,597,声誉,118,成就,30
,598,声誉,119,成就,50
,598,声誉,120,成就,0.01
,599,黄金,121,成就,0.01
,599,补给,122,成就,0.01
,600,黄金,123,成就,0.02
,600,补给,124,成就,0.02
,601,黄金,125,成就,0.03
,601,补给,126,成就,0.03
,601,声誉,127,成就,0.01
防御,601,牧师,128,成就,2
防御,601,重装战士,129,成就,2
,602,研究点,130,成就,0.01
,602,水晶,131,成就,0.01
,603,研究点,132,成就,0.02
,603,水晶,133,成就,0.02
,604,研究点,134,成就,0.03
,604,水晶,135,成就,0.03
,604,声誉,136,成就,0.01
防御,604,圣职者,137,成就,2
上限,604,研究点,138,成就,3000
,605,食物,139,成就,0.01
,605,补给,140,成就,0.01
,606,食物,141,成就,0.02
,606,补给,142,成就,0.02
,607,食物,143,成就,0.03
,607,补给,144,成就,0.03
,607,声誉,145,成就,0.01
防御,607,定居点民兵,146,成就,3
防御,607,调查兵团士兵,147,成就,3
,608,研究点,148,成就,0.01
上限,608,研究点,149,成就,500
,609,研究点,150,成就,0.02
上限,609,研究点,151,成就,1000
,610,研究点,152,成就,0.03
,610,声誉,153,成就,0.01
防御,610,武僧,154,成就,2
防御,610,圣职者,155,成就,2
上限,610,研究点,156,成就,2000
,611,黄金,157,成就,0.01
,611,补给,158,成就,0.01
,612,黄金,159,成就,0.02
,612,补给,160,成就,0.02
,613,黄金,161,成就,0.03
,613,补给,162,成就,0.03
,613,声誉,163,成就,0.01
攻击,613,弩手,164,成就,2
上限,613,黄金,165,成就,2500
,614,研究点,166,成就,0.01
上限,614,研究点,167,成就,500
,615,研究点,168,成就,0.02
上限,615,研究点,169,成就,1000
,616,研究点,170,成就,0.03
,616,声誉,171,成就,0.01
攻击,616,佣兵,172,成就,3
攻击,616,白色连队,173,成就,3
上限,616,研究点,174,成就,2500
,617,硝石,175,成就,0.01
上限,617,硝石,176,成就,500
,618,硝石,177,成就,0.02
上限,618,硝石,178,成就,1000
,619,硝石,179,成就,0.03
,619,声誉,180,成就,0.01
上限,619,硝石,181,成就,2000
,620,黄金,182,成就,0.01
,620,食物,183,成就,0.01
,621,黄金,184,成就,0.02
,621,食物,185,成就,0.02
,622,黄金,186,成就,0.03
,622,食物,187,成就,0.03
,622,声誉,188,成就,0.01
攻击,622,佣兵,189,成就,2
,623,石头,190,成就,0.01
,623,钢,191,成就,0.01
,624,石头,192,成就,0.02
,624,钢,193,成就,0.02
,625,石头,194,成就,0.03
,625,钢,195,成就,0.03
,625,声誉,196,成就,0.01
攻击,625,佣兵,197,成就,2
,626,木材,198,成就,0.01
,626,原料,199,成就,0.01
,627,木材,200,成就,0.02
,627,原料,201,成就,0.02
,628,木材,202,成就,0.03
,628,原料,203,成就,0.03
,628,声誉,204,成就,0.01
攻击,628,弩手,205,成就,2
,629,奶牛,206,成就,0.01
,629,马,207,成就,0.01
,630,奶牛,208,成就,0.02
,630,马,209,成就,0.02
,631,奶牛,210,成就,0.03
,631,马,211,成就,0.03
,631,声誉,212,成就,0.01
攻击,631,轻骑兵,213,成就,2
攻击,631,骑士,214,成就,2
,632,原料,215,成就,0.01
,632,钢,216,成就,0.01
,633,原料,217,成就,0.02
,633,钢,218,成就,0.02
,634,原料,219,成就,0.03
,634,钢,220,成就,0.03
,634,声誉,221,成就,0.01
上限,634,原料,222,成就,750
上限,634,钢,223,成就,750
,635,铜,224,成就,0.01
,635,铁,225,成就,0.01
,636,铜,226,成就,0.02
,636,铁,227,成就,0.02
,637,铜,228,成就,0.03
,637,铁,229,成就,0.03
,637,声誉,230,成就,0.01
上限,637,铜,231,成就,1500
上限,637,铁,232,成就,1500
,638,研究点,233,成就,0.02
,638,黄金,234,成就,0.02
,638,食物,235,成就,0.02
,639,研究点,236,成就,0.01
,639,黄金,237,成就,0.01
,640,黄金,238,成就,0.01
,641,研究点,239,成就,0.02
,641,黄金,240,成就,0.02
,641,食物,241,成就,0.02
,642,研究点,242,成就,0.03
,642,黄金,243,成就,0.03
,642,食物,244,成就,0.03
,642,法力,245,成就,0.03
,643,研究点,246,成就,0.08
,643,黄金,247,成就,0.08
攻击,643,弓箭手,248,成就,2
攻击,643,战士,249,成就,2
攻击,643,指挥官,250,成就,7
防御,643,指挥官,251,成就,7
,644,原料,252,成就,0.01
,644,补给,253,成就,0.01
,645,研究点,254,成就,0.01
,646,原料,255,成就,0.02
,646,补给,256,成就,0.02
,646,钢,257,成就,0.02
,647,原料,258,成就,0.03
,647,补给,259,成就,0.03
,647,钢,260,成就,0.03
,647,水晶,261,成就,0.03
,647,硝石,262,成就,0.03
,648,声誉,263,成就,0.02
攻击,648,弩手,264,成就,3
防御,648,超重装战士,265,成就,3
攻击,648,指挥官,266,成就,9
防御,648,指挥官,267,成就,9
,649,硝石,268,成就,0.01
,649,钠红石,269,成就,0.01
,650,食物,270,成就,0.01
,651,硝石,271,成就,0.02
,651,钠红石,272,成就,0.02
,651,食物,273,成就,0.02
,652,硝石,274,成就,0.03
,652,钠红石,275,成就,0.03
,652,食物,276,成就,0.03
,652,法力,277,成就,0.03
,653,声誉,278,成就,0.02
攻击,653,火绳枪兵,279,成就,3
防御,653,线列步兵,280,成就,3
攻击,653,将军,281,成就,10
防御,653,将军,282,成就,10
,654,硝石,283,成就,0.01
,654,钠红石,284,成就,0.01
攻击,655,城市,285,成就,5
,656,硝石,286,成就,0.02
,656,钠红石,287,成就,0.02
攻击,656,城市,288,成就,5
,657,硝石,289,成就,0.03
,657,钠红石,290,成就,0.03
攻击,657,城市,291,成就,10
防御,657,城市,292,成就,10
,658,声誉,293,成就,0.03
攻击,658,将军,294,成就,10
防御,658,将军,295,成就,10
攻击,658,城市,296,成就,100
防御,658,城市,297,成就,100
上限,659,军队,298,成就,5
,659,黄金,299,成就,0.02
上限,660,军队,300,成就,5
上限,661,军队,301,成就,15
,661,黄金,302,成就,0.03
上限,662,军队,303,成就,30
,662,研究点,304,成就,0.05
,662,黄金,305,成就,0.05
,662,食物,306,成就,0.05
,663,声誉,307,成就,0.04
上限,663,军队,308,成就,50
攻击,663,定居点民兵,309,成就,7
防御,663,定居点民兵,310,成就,7
攻击,663,将军,311,成就,15
防御,663,将军,312,成就,15
上限,664,军队,313,成就,15
,664,黄金,314,成就,0.05
上限,665,军队,315,成就,10
上限,666,军队,316,成就,25
,666,黄金,317,成就,0.06
上限,667,军队,318,成就,35
,667,研究点,319,成就,0.08
,667,黄金,320,成就,0.08
,667,食物,321,成就,0.08
,668,声誉,322,成就,0.06
上限,668,军队,323,成就,50
攻击,668,机枪手,324,成就,15
防御,668,机枪手,325,成就,15
攻击,668,步枪手,326,成就,15
防御,668,步枪手,327,成就,15
,669,声誉,328,成就,0.1
,670,声誉,329,成就,20
,670,木材,330,成就,0.02
,670,石头,331,成就,0.02
,671,声誉,332,成就,50
,671,信念,333,成就,0.02
,671,法力,334,成就,0.02
,672,声誉,335,成就,75
,672,奶牛,336,成就,0.02
,672,马,337,成就,0.02
,673,声誉,338,成就,70
,673,研究点,339,成就,0.02
,674,原料,340,成就,0.02
,674,钢,341,成就,0.02
,674,补给,342,成就,0.02
,674,钠红石,343,成就,0.02
,675,声誉,344,成就,100
,675,钠红石,345,成就,0.02
上限,675,钠红石,346,成就,200
攻击,676,城市,347,成就,50
防御,676,城市,348,成就,25
,677,声誉,349,成就,50
,677,黄金,350,成就,0.02
,677,食物,351,成就,0.02
,678,黄金,352,成就,0.03
,678,信念,353,成就,0.03
,678,法力,354,成就,0.03
,679,研究点,355,成就,0.01
,679,法力,356,成就,0.01
,680,声誉,357,成就,80
,680,法力,358,成就,0.02
上限,680,法力,359,成就,100
,681,声誉,360,成就,80
,681,原料,361,成就,0.02
,681,钢,362,成就,0.02
,681,补给,363,成就,0.02
,682,木材,364,成就,0.03
,682,石头,365,成就,0.03
,682,工具,366,成就,0.03
,682,铜,367,成就,0.03
,682,铁,368,成就,0.03
,683,声誉,369,成就,100
,683,黄金,370,成就,0.02
,684,声誉,371,成就,80
,684,法力,372,成就,0.02
,685,声誉,373,成就,50
攻击,685,城市,374,成就,30
防御,685,城市,375,成就,10
,686,声誉,376,成就,15
防御,686,城市,377,成就,5
,687,声誉,378,成就,30
防御,687,城市,379,成就,10
攻击,688,城市,380,成就,10
防御,688,城市,381,成就,5
攻击,689,城市,382,成就,15
攻击,690,城市,383,成就,5
防御,690,城市,384,成就,15
攻击,691,城市,385,成就,20
防御,691,城市,386,成就,10
攻击,692,城市,387,成就,5
防御,692,城市,388,成就,10
,693,研究点,389,成就,0.01
,694,研究点,390,成就,0.02
,695,研究点,391,成就,0.03
上限,696,硝石,392,成就,1000
上限,697,硝石,393,成就,2000
上限,698,硝石,394,成就,4000
上限,699,铜,395,成就,1000
上限,699,铁,396,成就,1000
上限,699,工具,397,成就,1000
上限,700,铜,398,成就,2000
上限,700,铁,399,成就,2000
上限,700,工具,400,成就,2000
上限,701,铜,401,成就,4000
上限,701,铁,402,成就,4000
上限,701,工具,403,成就,4000
上限,702,木材,404,成就,1250
上限,702,石头,405,成就,1250
上限,703,木材,406,成就,2500
上限,703,石头,407,成就,2500
上限,704,木材,408,成就,5000
上限,704,石头,409,成就,5000
,705,黄金,410,成就,0.01
,706,黄金,411,成就,0.02
,707,黄金,412,成就,0.03
上限,708,研究点,413,成就,250
上限,709,研究点,414,成就,500
上限,710,研究点,415,成就,1000
,711,研究点,416,成就,0.02
,711,黄金,417,成就,0.02
,712,研究点,418,成就,0.03
,712,黄金,419,成就,0.03
,713,研究点,420,成就,0.05
,713,黄金,421,成就,0.05
,714,食物,422,成就,0.03
,715,食物,423,成就,0.05
,716,食物,424,成就,0.1
上限,717,食物,425,成就,500
上限,717,木材,426,成就,500
上限,717,石头,427,成就,500
上限,718,食物,428,成就,1500
上限,718,木材,429,成就,1500
上限,718,石头,430,成就,1500
上限,719,食物,431,成就,2500
上限,719,木材,432,成就,2500
上限,719,石头,433,成就,2500
,720,研究点,434,成就,0.01
,720,法力,435,成就,0.01
,721,研究点,436,成就,0.03
,721,法力,437,成就,0.03
上限,722,水晶,438,成就,500
上限,722,马,439,成就,250
上限,723,水晶,440,成就,1000
上限,723,马,441,成就,500
,724,食物,442,成就,0.01
,725,食物,443,成就,0.02
,726,食物,444,成就,0.03
,727,食物,445,成就,0.02
,728,食物,446,成就,0.05
,729,食物,447,成就,0.1
,730,黄金,448,成就,0.01
,730,食物,449,成就,0.01
上限,731,军队,450,成就,5
上限,732,军队,451,成就,5
,733,木材,452,成就,0.01
,734,木材,453,成就,0.02
,735,木材,454,成就,0.03
,736,石头,455,成就,0.01
,737,石头,456,成就,0.02
,738,石头,457,成就,0.03
,739,黄金,458,成就,0.01
,739,工具,459,成就,0.01
,740,黄金,460,成就,0.02
,740,工具,461,成就,0.02
,741,黄金,462,成就,0.03
,741,工具,463,成就,0.03
,742,铜,464,成就,0.01
,742,铁,465,成就,0.01
,743,铜,466,成就,0.02
,743,铁,467,成就,0.02
,744,铜,468,成就,0.03
,744,铁,469,成就,0.03
,745,木材,470,成就,0.02
,745,石头,471,成就,0.02
,746,木材,472,成就,0.05
,746,石头,473,成就,0.05
,747,木材,474,成就,0.1
,747,石头,475,成就,0.1
,748,工具,476,成就,0.02
,748,原料,477,成就,0.02
,748,钢,478,成就,0.02
,748,补给,479,成就,0.02
,749,工具,480,成就,0.05
,749,原料,481,成就,0.05
,749,钢,482,成就,0.05
,749,补给,483,成就,0.05
,750,工具,484,成就,0.1
,750,原料,485,成就,0.1
,750,钢,486,成就,0.1
,750,补给,487,成就,0.1
,751,钠红石,488,成就,0.02
,752,钠红石,489,成就,0.05
,753,钠红石,490,成就,0.1
,754,研究点,491,成就,0.01
,755,研究点,492,成就,0.02
,756,研究点,493,成就,0.03
,757,研究点,494,成就,0.02
,758,研究点,495,成就,0.05
,759,研究点,496,成就,0.1
上限,760,研究点,497,成就,500
上限,761,研究点,498,成就,1000
,762,原料,499,成就,0.02
,762,钢,500,成就,0.02
,763,原料,501,成就,0.04
,763,钢,502,成就,0.04
,764,食物,503,成就,0.01
,764,钠红石,504,成就,0.01
,765,食物,505,成就,0.03
,765,钠红石,506,成就,0.03
,766,法力,507,成就,0.02
,766,钠红石,508,成就,0.02
,767,法力,509,成就,0.04
,767,钠红石,510,成就,0.04
,768,研究点,511,成就,0.02
,768,黄金,512,成就,0.02
,769,研究点,513,成就,0.04
,769,黄金,514,成就,0.04
,770,黄金,515,成就,0.02
,771,黄金,516,成就,0.04
上限,772,原料,517,成就,100
上限,772,钢,518,成就,100
上限,772,补给,519,成就,100
上限,772,水晶,520,成就,100
上限,773,原料,521,成就,150
上限,773,钢,522,成就,150
上限,773,补给,523,成就,150
上限,773,水晶,524,成就,150
上限,774,原料,525,成就,200
上限,774,钢,526,成就,200
上限,774,补给,527,成就,200
上限,774,水晶,528,成就,200
上限,775,木材,529,成就,250
上限,775,石头,530,成就,250
上限,775,铜,531,成就,250
上限,775,铁,532,成就,250
上限,775,工具,533,成就,250
上限,776,木材,534,成就,750
上限,776,石头,535,成就,750
上限,776,铜,536,成就,750
上限,776,铁,537,成就,750
上限,776,工具,538,成就,750
上限,777,木材,539,成就,1500
上限,777,石头,540,成就,1500
上限,777,铜,541,成就,1500
上限,777,铁,542,成就,1500
上限,777,工具,543,成就,1500
上限,778,木材,544,成就,50
上限,778,石头,545,成就,50
上限,778,铜,546,成就,50
上限,778,铁,547,成就,50
上限,779,木材,548,成就,250
上限,779,石头,549,成就,250
上限,779,铜,550,成就,250
上限,779,铁,551,成就,250
上限,780,木材,552,成就,500
上限,780,石头,553,成就,500
上限,780,铜,554,成就,500
上限,780,铁,555,成就,500
,781,奶牛,556,成就,0.01
,781,马,557,成就,0.01
,782,奶牛,558,成就,0.02
,782,马,559,成就,0.02
,783,奶牛,560,成就,0.03
,783,马,561,成就,0.03
,784,黄金,562,成就,0.01
,785,黄金,563,成就,0.02
,786,黄金,564,成就,0.03
,787,黄金,565,成就,0.01
,788,黄金,566,成就,0.02
,789,黄金,567,成就,0.02
,790,黄金,568,成就,0.05
,791,信念,569,成就,0.01
,792,信念,570,成就,0.02
,793,信念,571,成就,0.02
,794,信念,572,成就,0.05
,795,法力,573,成就,0.01
,796,法力,574,成就,0.02
上限,797,信念,575,成就,100
上限,797,法力,576,成就,100
上限,798,信念,577,成就,200
上限,798,法力,578,成就,200
,799,信念,579,成就,0.02
,799,法力,580,成就,0.02
,800,信念,581,成就,0.05
,800,法力,582,成就,0.05
,801,幸运石,583,成就,0.02
,802,幸运石,584,成就,0.03
,803,原料,585,成就,0.01
,803,补给,586,成就,0.01
,803,钢,587,成就,0.01
,803,水晶,588,成就,0.01
,803,硝石,589,成就,0.01
,804,原料,590,成就,0.03
,804,补给,591,成就,0.03
,804,钢,592,成就,0.03
,804,水晶,593,成就,0.03
,804,硝石,594,成就,0.03
,805,食物,595,成就,0.01
,805,奶牛,596,成就,0.01
,805,马,597,成就,0.01
,806,食物,598,成就,0.02
,806,奶牛,599,成就,0.02
,806,马,600,成就,0.02
,807,铜,601,成就,0.01
,807,铁,602,成就,0.01
,807,工具,603,成就,0.01
,808,铜,604,成就,0.02
,808,铁,605,成就,0.02
,808,工具,606,成就,0.02
,809,原料,607,成就,0.01
,810,原料,608,成就,0.02
,811,补给,609,成就,0.01
,812,补给,610,成就,0.02
,813,钢,611,成就,0.01
,814,钢,612,成就,0.02
,815,水晶,613,成就,0.01
,816,水晶,614,成就,0.02
,817,原料,615,成就,0.02
,817,补给,616,成就,0.02
,817,钢,617,成就,0.02
,817,水晶,618,成就,0.02
,817,硝石,619,成就,0.02
,818,原料,620,成就,0.05
,818,补给,621,成就,0.05
,818,钢,622,成就,0.05
,818,水晶,623,成就,0.05
,818,硝石,624,成就,0.05
上限,819,木材,625,成就,250
上限,819,石头,626,成就,250
上限,819,铜,627,成就,250
上限,819,铁,628,成就,250
上限,819,工具,629,成就,250
上限,820,木材,630,成就,500
上限,820,石头,631,成就,500
上限,820,铜,632,成就,500
上限,820,铁,633,成就,500
上限,820,工具,634,成就,500
上限,821,木材,635,成就,500
上限,821,石头,636,成就,500
上限,821,铜,637,成就,500
上限,821,铁,638,成就,500
上限,821,工具,639,成就,500
上限,822,木材,640,成就,1000
上限,822,石头,641,成就,1000
上限,822,铜,642,成就,1000
上限,822,铁,643,成就,1000
上限,822,工具,644,成就,1000
上限,823,原料,645,成就,100
上限,823,补给,646,成就,100
上限,823,钢,647,成就,100
上限,823,水晶,648,成就,100
上限,823,硝石,649,成就,100
上限,824,原料,650,成就,250
上限,824,补给,651,成就,250
上限,824,钢,652,成就,250
上限,824,水晶,653,成就,250
上限,824,硝石,654,成就,250
上限,825,原料,655,成就,250
上限,825,补给,656,成就,250
上限,825,钢,657,成就,250
上限,825,水晶,658,成就,250
